timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1554101891132,256,HTTP Request,200,OK,Thread Group 1-1,text,true,,14964,118,1,1,229,0,135
